day,asia_kz,early_skip,early_bias,reason,scenario,target_direction,ensemble_mode,clusters,picked_clusters,potential_trades,executed_trades,detector_raw.cb_vp,detector_raw.mfvg_s,detector_raw.svwap_sh,detector_raw.iib_c,detector_raw.wtr,detector_accepted.cb_vp,detector_accepted.mfvg_s,detector_accepted.svwap_sh,detector_accepted.iib_c,detector_accepted.wtr,detector_cb_vp_raw,detector_cb_vp_acc,detector_cb_vp_avg_raw,detector_cb_vp_avg_acc,detector_mfvg_s_raw,detector_mfvg_s_acc,detector_mfvg_s_avg_raw,detector_mfvg_s_avg_acc,detector_svwap_sh_raw,detector_svwap_sh_acc,detector_svwap_sh_avg_raw,detector_svwap_sh_avg_acc,detector_iib_c_raw,detector_iib_c_acc,detector_iib_c_avg_raw,detector_iib_c_avg_acc,detector_wtr_raw,detector_wtr_acc,detector_wtr_avg_raw,detector_wtr_avg_acc,orientation_skips
2024-08-18,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-19,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-20,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-21,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-22,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-25,True,False,high_takeout,,both_in_kz_bias=high_takeout,SHORT,confluence,1.0,1.0,1.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,11.0,11.0,0.10652360951321715,0.10652360951321715,0.0,0.0,,,0.0,0.0,,,
2024-08-26,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-27,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-28,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-29,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-01,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-02,True,False,low_takeout,,both_in_kz_bias=low_takeout,LONG,confluence,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,3.0,3.0,0.21,0.21,
2024-09-03,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-04,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-05,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-08,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-10,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-11,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-15,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-16,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-17,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-18,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-19,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-22,True,False,low_takeout,,both_in_kz_bias=low_takeout,LONG,confluence,2.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.2760281604844814,0.2760281604844814,3.0,3.0,0.10628599013458472,0.10628599013458472,0.0,0.0,,,0.0,0.0,,,
2024-09-23,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-24,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-26,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-29,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-30,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-01,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-02,True,False,,no_detector_candidates;no_entry_candidates,single_side_high_in_kz,SHORT,confluence,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
2024-10-03,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-06,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-07,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-08,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-09,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-10,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-13,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-14,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-15,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-16,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-17,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-20,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-21,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-23,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-24,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-27,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-28,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-29,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-30,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-31,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-03,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-04,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-06,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-07,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-10,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-11,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-12,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-13,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-14,True,False,,no_detector_candidates;no_entry_candidates,single_side_low_in_kz,LONG,confluence,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
2024-11-17,True,False,,no_detector_candidates;no_entry_candidates,single_side_low_in_kz,LONG,confluence,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
2024-11-18,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-19,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-20,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-21,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-24,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-26,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-27,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-28,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-01,True,False,,,single_side_high_in_kz,SHORT,confluence,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,1.0,1.0,0.4117928118393235,0.4117928118393235,0.0,0.0,,,1.0
2024-12-02,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-04,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-05,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-08,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-09,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-11,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-12,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-15,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-16,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-17,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-18,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-19,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-22,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-23,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-24,True,False,high_takeout,no_detector_candidates;no_entry_candidates,both_in_kz_bias=high_takeout,SHORT,confluence,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
2024-12-25,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-26,True,False,,no_target;no_entry_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-29,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-30,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
